Title,Content,Time
GLOBAL LNG-Prices rise slightly in quiet trading week,"China's Guanghui Energy has awarded part or all of its tender for 18 
cargoes for delivery from September 2017 to December 2018, traders said.",18 Aug 2017
MIDEAST STOCKS - Factors to watch - June 14,"Middle East Crude-Dubai edges up; al-Shaheen tender awaited. * Turkish 
president says Qatar isolation violates Islamic values.",13 Jun 2017
Paul Singer's Elliott takes stake in takeover target Uniper,"The move comes ahead of plans by E.ON, Uniper's former parent, to tender 
its remaining 46.65 percent stake in Uniper to Fortum for a fixed price of 
22 euros ...",5 Dec 2017
"Digital currencies will not replace physical money soon: Bank of Japan 
official","Japan has become a front runner in the financial technology (fintech) 
industry, with the government this year having recognized bitcoin as legal 
tender and ...",22 Nov 2017
South Africa's deputy finance minister dismisses report of graft,"... he was dismayed by a media report alleging he improperly benefited from 
tenders during his time as chairman of the state-owned rail services 
company.",6 Jun 2017
"From June, apply online for vehicle number plates","According to the Regional Transport Office (RTO), the tender to replace 
existing vehicle plates with high security number plates will be floated 
next month, ...",27 Mar 2017
MIDEAST STOCKS - Factors to watch - Feb 15,"Algeria issues tender to buy durum wheat and feed barley. * Turkey detains 
800 over alleged links to Kurdish militants. * Turkey's main opposition 
won't ...",14 Feb 2017
Med Crude-Urals diffs down in NWE in anticipations of ample supplies in Sept,"... 100,000-tonne cargoes for loading early in September with term buyers 
instead of calling spot tender, Reuters sources said, but it couldn't be 
verified.",18 Aug 2017
Bank of Canada Daily Exchange Rates,"See the short list of portrait candidates for the next $5 bank note. 
Upcoming changes to legal tender status for older bank notes ...",2 Oct 2017
"Turkey, France and Italy to strengthen cooperation on missile defense: 
sources","Turkey has continued talks with the EUROSAM consortium, which came in 
second in the tender. NATO Secretary-General Jens Stoltenberg last month 
said Turkish ...",8 Nov 2017
EXCLUSIVE: Dell Slammed After Winning $158M Contract,"Questions are also being asked as to why the NSW Education department 
extended the Connected Classroom tender deadline which resulted in two new 
companies ...",5 Sep 2017
"Nightbird — San Francisco, USA","Those building blocks turn up as dishes like tender squab with crispy skin 
and raw beets, or heirloom tomato salad flavoured with dashi – as well as 
freshly ...",23 Jan 2017
Swiss stocks - Factors to watch on June 8,"* ChemChina said it successfully completed the second settlement of 
ChemChina's tender offers for Syngenta. * Helvetia Insurance is holding its 
Capital Markets ...",7 Jun 2017
MIDEAST STOCKS - Factors to watch - October 11,"Iran's Azadegan oilfield tender delayed to 2018 - oil official. * Asiacell, 
Korek have yet to receive demand from Iraq to move HQ to Baghdad.",10 Oct 2017
UPDATE 2-South Africa's Eskom not insolvent but facing cashflow trouble,"... has been at the heart of allegations of illegal contracts and undue 
influence in awarding tenders to the Gupta family, friends of President 
Jacob Zuma.",13 Nov 2017
UPDATE 2-Bangladesh to cut duty on rice imports to cool local prices,"Bangladesh has bought 250,000 tonnes of rice from Vietnam in a 
state-to-state deal and is issuing a series of tenders after its initial 
plans to import the ...",16 Aug 2017
The Top 10 Movies of 2017,"This smart, joyous, tender film about an out-of-sorts teenager (a superb 
Saoirse Ronin) growing up in Sacramento circa the early 2000s isn't 
writer-director ...",7 Dec 2017
"How to Plan a Bigger, Better Vegetable Garden | MOTHER ...","Tender crops such as tomatoes, peppers and squashes grow best in a sunny 
part of the garden, while leafy greens, salads, and some herbs such as 
parsley and ...",4 Apr 2017
Army organises medical camp at Dalgate,"Tenders up to Rs 3 lakh to be restricted to residents of local J&K 
Panchayats · GK Web Desk. 7 hours ago. Traditional hookahs disappearing 
from rural areas.",14 Jan 2017
"An Indian official threatened to take away visas from Amazon for selling 
Indian flag doormats","Swaraj went on a Twitter tirade Wednesday morning, writing that Amazon must 
""tender unconditional apology"" and withdraw the doormat products ""insulting 
our ...",11 Jan 2017
Chancho serves up authentic Mexican food in downtown ...,"The pork is tender, succulent and perfectly seasoned. The salsas are 
perfect, and the tortillas are miles ahead in taste of anything purchased 
at a store.",13 Oct 2017
Thousands protest against Serb government and flagship project,"Critics cite the absence of public tenders for the project and question its 
economic viability in a country with double-digit unemployment an 
average ...",25 Apr 2017
Jama’at denounces attack on Kathua Muslims,"Tenders up to Rs 3 lakh to be restricted to residents of local J&K 
Panchayats · GK Web Desk. 7 hours ago. Traditional hookahs disappearing 
from rural areas.",14 Jan 2017
"Cold wave continues as Kashmir Valley awaits rain, snow","Tenders up to Rs 3 lakh to be restricted to residents of local J&K 
Panchayats · GK Web Desk. 7 hours ago. Traditional hookahs disappearing 
from rural areas.",15 Jan 2017
The Pizitz Food Hall Day 6: Ichicoro Ramen opens for dinner ...,"The pork belly is so tender and fatty. Amazing. And that broth-double pork 
broth, so rich and cloudy. Perfect. Here are the poke guys.",22 Feb 2017
Hajj Committee office to remain open on Jan 15,"Tenders up to Rs 3 lakh to be restricted to residents of local J&K 
Panchayats · GK Web Desk. 7 hours ago. Traditional hookahs disappearing 
from rural areas.",14 Jan 2017
Traditional authorities launch manhunt for Alhaji Massie Kallon,"Poro is predominantly being practiced among men in the northern part of the 
country where young boys even within tender ages are forced to be initiated 
into ...",22 Dec 2017
Road Safety Week| Traffic police organizes workshop,"Tenders up to Rs 3 lakh to be restricted to residents of local J&K 
Panchayats · GK Web Desk. 7 hours ago. Traditional hookahs disappearing 
from rural areas.",14 Jan 2017
Bhubaneswar Smart City Limited Board okays Smart Janpath Project,"While the tender for the project was published on January 19, 2017, the 
Pre-bid meeting was held on February 23. Thereafter, BSCL received queries 
from nine ...",28 Jul 2017
NYC's 5 Best Fajitas,"Agave's fajitas Black Angus skirt steak plate is a local favorite, beloved 
for its tender meat and juicy flavor. As for those who want to skip the 
meat, ...",14 Aug 2017
MORGAN STANLEY: These 9 Tech Companies Could Be ...,"... cohort membership, and data regarding offers to forecast probabilities 
that stocks receive tender offers in the coming 12 months."".",21 Mar 2017
One-Pot Tex-Mex Pasta,"Simmer covered 18-20 minutes or until pasta is tender. Sprinkle avocado and 
Roma tomatoes over the top and then the shredded jack cheese.",6 Feb 2017
Dad's Charlie Brown Christmas tree,"My grandfather was recently heralded as one of il ragazzi del '99 — the 
“boys of '99” (1899) — who were drafted into World War I at the tender age 
of 17.",19 Dec 2017
"India's Modi heads to Israel, lifting the curtain on close ties","... the 'Make in India' policy which says only local companies will win 
tenders, ... for a tender to supply drones in partnership with India's 
Adani group.",30 Jun 2017
Protecting Your Plants From Winter Weather - Pride News,"Tender bubs should be dug up from the garden, stored for the winter, and 
replanted next season. Cloth tarps or burlap makes great frost protection 
for in-ground ...",27 Sep 2017
Best Goalies: Detroit Red Wings,"Tenders like Dominik Hasek, Mike Vernon, and Curtis Joseph could be 
considered “elite” based on their entire NHL careers, but did not play 
enough with the ...",11 Sep 2017
Israel set for $28 billion infrastructure spending boost,"... the government should set up a special unit to specialize in the 
management and monitoring of public-private partnership (PPP) tenders and 
contracts.",3 Sep 2017
Naomi Wachira Announces Release of 'Song of Lament',"From the mournful questioning of “Up in Flames” to the tender encouragement 
of “Run, Run, Run,” Wachira strikes a thoughtful balance between despair 
and ...",27 Mar 2017
[12/7/17] Chelan's Career Connections Class Proves To Be ...,"... Law Enforcement · Legal Tender · Local Government & Meetings · Mid-Lake 
Weather · National Weather Service · Police Blotter · Politics · Public 
Utility ...",14 Mar 2020
Where to get McDonald's Szechuan McNugget sauce,"Customers can request the sauce along with orders of the new Buttermilk 
Crispy Tenders. You can search which McDonald's locations near you will be 
giving out ...",6 Oct 2017
The reason why race car driver Danica Patrick doesn't drink — or eat sugar,"Book review: 'This Tender Land' a harrowing Depression-era coming-of-age 
tale · 'The Suicide Squad' review: Now we can officially forget about the 
first ...",2 Dec 2017
Gold is the new cocaine for money launderers,"Share News Tips SecurelyIndividual SubscriptionsGroup 
SubscriptionsRepublishingContracts & TendersExecutive Job SearchAdvertise 
with the FTFollow the FT on ...",10 Nov 2017
I've tried nearly every fast-food burger out there — here's who does it best,"... Smashburger's beef truly tastes excellent — tender and satisfying. The 
Smashburger menu offers some adventurous flavor and topping 
combinations, ...",1 Apr 2017
Expressing The Erotic: What ‘Sringara Rasa’ Means To Indian Dance,"is a poignant evocation of spring, the tender creepers swaying in the 
gentle breeze, and Nature exploding with the beauty of renewal.",28 Apr 2017
Irwandi Yusuf Beberkan Alasan Mengganti Kepala ULP di ...,"Irwandi, dalam statusnya, juga mengaku telah memberikan petunjuk agar Reza 
mengikuti peraturan dalam tender proyek dan tidak KKN.",12 Sep 2017
Coral Adventurer Expedition Cruise Ship,"Xplorer and Zodiac tender vessels will be available at the stern of the 
ship, where all passengers can enjoy excursions to the shore.",22 Dec 2017
DGP seeks people’s role in effective policing,"Tenders up to Rs 3 lakh to be restricted to residents of local J&K 
Panchayats · GK Web Desk. 7 hours ago. Traditional hookahs disappearing 
from rural areas.",14 Jan 2017
Trans-Pacific market strength unclear ahead of TPM,"He said that in trans-Pacific annual tenders with which Drewry is assisting 
beneficial cargo owners, “we're seeing rate increases of 40 percent.",8 Feb 2017
Stalled Brazilian Odebrecht projects decay in Venezuela,"... majority of Odebrecht's 32 projects were directly assigned, via 
binational agreements, instead of public tenders as in other Latin American 
countries.",31 May 2017
Pembangunan Gedung DPRD Tangsel Didesak Selesai Akhir Tahun Ini,"Kala itu, kontraktor pemenang tender diketahui masuk dalam daftar hitam 
oleh Lembaga Kebijakan Pengadaan Barang dan Jasa Pemerintah (LKPP).",24 Jul 2017
Weekly CoinWeek Giveaway - Win FREE Coins from CoinWeek,"Darrin Troyer MI – 1917 Legal Tender $2 Fr#59 PMG VF30 #393 ….. Clark 
Deffenbaugh WV – 2020-S ASE PR69DCAM & 2019-S 10C PR70DCAM",9 Oct 2017
150 Essential Comedy Movies To Watch Now,"Critics Consensus: Steve Carell's first star turn scores big with a tender 
treatment of its titular underdog, using raunchy but realistically funny 
comedy ...",14 May 2019
Blaming the victim,"Even Islam was not spared. Though no one here forced Zaira to tender 
apology, yet they invented the' evil' from us to kill us. Now the ' Hamaree 
Baitee' has ...",26 Jan 2017
"Plant returns with rootsy, achy CD","Here, he seems to have found a new spark – “Lay down in sweet surrender/ 
Your love so warm and tender,” he sings in the opening song.",10 Oct 2017
"Elliott Smith’s ‘Figure 8’ mural has been partially destroyed – but it’s 
just a wall, right?","'Bar Angeles' is even named after an Elliott Smith song, the tender 
'Angeles'. In any case, isn't there a bigger wall we to worry about in 
America right now ...",1 Feb 2017
"Odisha Tourism, Health Ministers unveiled Statue of Karmaveer Gourishankar","Odisha Diary bureau. Next Odisha govt floats tender to divert wastewater to 
tackle pollution at Banki Muhan, Sudarsan Pattnaik hospitalised ».",13 Jul 2017
Dos Toros burrito chain review,"It melds perfectly with the cooling crema and guacamole, and it adds 
smokiness to the tender and well-seasoned chicken. Dos Toros 9. Hollis 
Johnson ...",28 Aug 2017
"SEC's advanced data analytics helps detect even the smallest illicit market 
activity","... that Merck & Co. would acquire the company through a tender offer. 
After the deal was announced Hartung sold the shares for a total profit of 
$59,688.",30 Jun 2017
"Atut Akui Stafnya Terima Rp 3,8 Milyar","... adalah orang kepercayaan Tugabus Chaeri Wardana, adik kandung Atut yang 
disebut mengatur tender proyek di Banten dan memecah pekerjaan menjadi 10 
paket.",1 Jun 2017
13 Effective Substitutes for Eggs,"The rising trend of alternative vegetarian proteins shows no signs of 
slowing down. Plant-based chicken tenders, sausage patties, and even beef 
jerky have begun ...",2 May 2017
ICLA Sarankan Seluruh Kebijakan Diperbaharui,"2/2010 tentang Persekongkolan Tender. Ketua Komisi Pengawas Persaingan 
Usaha (KPPU) Syarkawi Rauf menuturkan pihaknya dalam waktu dekat merevisi 
Perkom yang ...",5 Oct 2017
"Stick Faye's Fork in it, Pegah's done","The beef patty was tender but a bit thin for my liking. The gravy was thick 
and had bits of sausage in it. I added a bit of salt for more seasoning.",3 Oct 2017
"On our second date, we went to church","He said, “Just follow my lead” when everyone dropped to their knees to 
pray, and, most adorably, seemed to truly have found peace in those tender 
moments.",17 Feb 2017
"A meal at Eleven Madison Park, the world's best restaurant","Tender, buttery Atlantic halibut was seared with smoked spring garlic and 
crayfish. eleven madison park 24. Flickr/djjewelz ...",5 Apr 2017
"Canada's Tragically Hip singer Gord Downie dies, PM weeps","“Thank you everyone for all the respect, admiration and love you have given 
Gord throughout the years - those tender offerings touched his heart and 
he ...",18 Oct 2017
Tartiflette with Oka,"Preheat oven to 350F. Cook the potatoes in salted water until tender, but 
still somewhat firm in the centre. Drain, cool slightly, and cut into 
smaller cubes or ...",10 Jun 2017
The history of the game show 'Jeopardy!',"Art Fleming's career in show business began on the stage of a Broadway play 
at the tender age of 4 years old. He went on to become a standout athlete 
at ...",8 Sep 2017
Caps under feet,"Ultimately, intolerable waves of heat flashed across and made it to the 
tender feet of theirs, and so, they couldn't resist further onslaughts of 
it for ...",26 Jan 2017
Here's a list of political figures accused of sexual misconduct,"... conclusion that the best thing for our family now would be for me to 
tender my previous resignation effective today, December 8th, 2017,” Franks 
wrote.",16 Dec 2017
"Make a healthy, delicious lunch for $1? Students prove it can be done","The meal from the Dallas team: Crispy chicken tender wrap, sassy Italian 
corn and banana delight. (WTOP/Rachel Nania). WTOP/Rachel Nania.",12 Jun 2017
"SS Rajamouli on Baahubali 2: The Conclusion, being an atheist and his love 
for cinema","... allegations of misappropriation of money related to e-tendering and 
other charges when he was chairman of the local civic body in 2020, an 
official said ...",27 Apr 2017
Best tapas restaurants in London | British GQ,"Next, swap your gin for a rioja, and try the a tender pimento spiced beef 
bavette, with tomato compote and basil, with an artery-clogging truffled 
macaroni ...",25 Aug 2017
Marine renewables criteria launched for Climate Bonds ...,"By topic. CAPACITY · TENDERS · M&A · IPOs · REGULATORY · TECHNOLOGY · GREEN 
BONDS · BUSINESS · FUNDING · Research · Press Releases · Events · 
Advertising.",10 Oct 2017
Springsteen on Broadway creates performance template,"Springsteen paid tender tribute to late bandmate Clarence Clemons in the 
song that references him, “Tenth Avenue Freeze-Out.” He told of a show 
where he and ...",16 Oct 2017
"The Lexington is back, and it’s better than ever","Besides the Pot au Pho ($26), the Steak Diane ($28) and the Whitefish ala 
Gorbachev ($29) are the two entrees that really stand out. The tender, 
flavor-packed ...",8 May 2017
Kumeyaay Bobby “Walking Stick” Wallace at Standing Rock ...,"And the words “gentle gladiators” come to mind, thinking of these peaceful 
warriors with very tender secrets about their dreams, songs and sons.",1 Feb 2017
"March 30, 2017: 'I shouldn't have': At 60, Vanna White reflects on her 1987 
Playboy cover that inspired two lawsuits","They tender marriage proposals at an average of two a week. She gets 300 
fan letters a day. People magazine included her in its list of the 25 
most ...",30 Mar 2017
Why Dog Movie 'The Stray' May Help Your Love Life and ...,"This tender confrontation between an exasperated wife and her workaholic, 
professional-ladder-climbing husband was one of the most poignant scenes in 
""The ...",15 Aug 2017
15 Vegan Summer Recipes That'll Make Your Skin Glow,"... the whole thing is topped off with a tender ear of grilled corn. This 
gorgeous salad has everything you need to get a healthy glowing skin this 
summer.",12 Dec 2017
NCS Multistage Finalizes Acquisition of Spectrum Tracer ...,"... our inability to satisfy technical requirements and other 
specifications under contracts and contract tenders and other factors 
discussed or referenced ...",1 Sep 2017
Capitalism's intellectual made a very big mistake,"Read More. About us · Contact us · Subscribe · FAQs · Terms & Conditions · 
Privacy policy; Search; Careers and Tenders ...",13 Jan 2017
South Africa’s commercial radio stations,"Who we are · Tenders · Research & Analysis · Vacancies · Play Your Part · 
Pledge to play your part · Be An Ambassador · Ambassadors · Join Play Your 
Part ...",15 Aug 2017
The Brilliance of Hüsker Dü’s Grant Hart in 10 Songs,"Wistful first single “Sorry Somehow” captures Hart's knack for a catchy 
tune, and the way his lyrics could be tender and yet endearingly goofy all 
at once.",14 Sep 2017
Timothy B. Schmit talks Kennedy Center Honors and life without the Eagles,"It features tender ballads (“My Hat), reggae-tinged reveries (“Slow Down”) 
and a lilting ode to tenacity, “This Waltz,” that would well-suited for a 
new ...",18 Jan 2017
